"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"AantalInkomensontvangers_64";"GemiddeldInkomenPerInkomensontvanger_65";"GemiddeldInkomenPerInwoner_66";"k_40PersonenMetLaagsteInkomen_67";"k_20PersonenMetHoogsteInkomen_68";"Actieven1575Jaar_69";"k_40HuishoudensMetLaagsteInkomen_70";"k_20HuishoudensMetHoogsteInkomen_71";"HuishoudensMetEenLaagInkomen_72";"HuishOnderOfRondSociaalMinimum_73";"PersonenPerSoortUitkeringBijstand_74";"PersonenPerSoortUitkeringAO_75";"PersonenPerSoortUitkeringWW_76";"PersonenPerSoortUitkeringAOW_77";"BedrijfsvestigingenTotaal_78";"ALandbouwBosbouwEnVisserij_79";"BFNijverheidEnEnergie_80";"GIHandelEnHoreca_81";"HJVervoerInformatieEnCommunicatie_82";"KLFinancieleDienstenOnroerendGoed_83";"MNZakelijkeDienstverlening_84";"RUCultuurRecreatieOverigeDiensten_85";"PersonenautoSTotaal_86";"PersonenautoSJongerDan6Jaar_87";"PersonenautoS6JaarEnOuder_88";"PersonenautoSBrandstofBenzine_89";"PersonenautoSOverigeBrandstof_90";"PersonenautoSPerHuishouden_91";"PersonenautoSNaarOppervlakte_92";"Bedrijfsmotorvoertuigen_93";"Motorfietsen_94";"AfstandTotHuisartsenpraktijk_95";"AfstandTotGroteSupermarkt_96";"AfstandTotKinderdagverblijf_97";"AfstandTotSchool_98";"ScholenBinnen3Km_99";"OppervlakteTotaal_100";"OppervlakteLand_101";"OppervlakteWater_102";"MeestVoorkomendePostcode_103";"Dekkingspercentage_104";"MateVanStedelijkheid_105";"Omgevingsadressendichtheid_106";"TotaalDiefstalUitWoningSchuurED_107";"VernielingMisdrijfTegenOpenbareOrde_108";"GeweldsEnSeksueleMisdrijven_109"
"5728";"BU05180704";"'s-Gravenhage                           ";"Buurt     ";"BU05180704";"1";"    3755";"    1785";"    1970";"     555";"     375";"    1010";"     990";"     830";"    1955";"    1180";"     375";"     255";"     800";"     415";"      40";"      35";"      80";"       5";"     255";"      30";"       8";"      35";"      10";"    1970";"     985";"     465";"     535";"     1.9";"   13851";"    2109";"     218";"      16";"      84";"      87";"      13";"      41";"      53";"      28";"      24";"       6";"      99";"       1";"    2360";"    2260";"    2850";"    3410";"       .";"       .";"    2130";"    2680";"    1400";"    1330";"    1750";"    1970";"       .";"       .";"    1220";"    1590";"       .";"    2900";"    34.0";"    27.1";"    40.6";"    20.9";"    56.0";"    49.9";"    15.8";"    10.2";"    10.8";"     150";"     140";"      70";"     810";"     385";"       0";"      55";"      85";"      25";"      30";"     120";"      70";"    1230";"     300";"     930";"    1070";"     160";"     0.6";"    4536";"     125";"      75";"     0.3";"     0.6";"     0.4";"     0.6";"    15.7";"      27";"      27";"       0";"      2584";"       2";"       1";"    4246";"       2";"       6";"       5"
"5729";"BU05180772";"'s-Gravenhage                           ";"Buurt     ";"BU05180772";"1";"    1620";"     760";"     855";"     225";"     155";"     385";"     430";"     425";"     790";"     515";"     165";"     150";"     330";"     160";"       5";"      10";"      35";"      10";"      95";"      10";"       6";"      15";"      12";"     860";"     460";"     195";"     215";"     1.8";"    6294";"     908";"     287";"      32";"      68";"      85";"      15";"      48";"      49";"       8";"      41";"       4";"      93";"       7";"    2650";"    2340";"    2710";"    4700";"    5170";"       .";"    2310";"    2980";"    1440";"    1220";"    1540";"    2640";"    3290";"       .";"    1210";"    1570";"       .";"    1200";"    39.9";"    32.2";"    37.3";"    27.9";"    59.2";"    49.8";"    22.9";"     7.1";"     8.2";"      30";"      50";"      30";"     410";"     155";"       0";"      15";"      20";"      10";"      20";"      70";"      20";"     555";"     160";"     390";"     480";"      75";"     0.6";"    2152";"      40";"      45";"     0.3";"     0.6";"     0.5";"     0.2";"    13.4";"      26";"      26";"       0";"      2586";"       4";"       1";"    4052";"       7";"       7";"       6"
"5730";"WK051808  ";"'s-Gravenhage                           ";"Wijk      ";"WK051808  ";"1";"    5935";"    2985";"    2945";"    1110";"     565";"    1755";"    1680";"     825";"    3230";"    1930";"     545";"     230";"     535";"     365";"      30";"      40";"      70";"      15";"     205";"      90";"      15";"      45";"       8";"    2810";"    1165";"     625";"    1030";"     2.1";"    6256";"    2834";"     157";"      29";"      71";"      97";"       3";"      43";"      57";"      52";"       6";"       0";"      71";"      29";"    2980";"    2680";"    3660";"    4070";"    3730";"       .";"    2600";"    3500";"     770";"     750";"     820";"     910";"    1030";"       .";"     750";"     810";"    24.0";"    4500";"    27.7";"    21.5";"    40.9";"    16.4";"    59.9";"    48.6";"    12.6";"    12.1";"    12.1";"     330";"     310";"     160";"     790";"     275";"       0";"      70";"      40";"      25";"      15";"      80";"      40";"    1955";"     530";"    1425";"    1790";"     165";"     0.7";"    2060";"     115";"     140";"     0.3";"     0.4";"     0.5";"     0.4";"    25.4";"      95";"      95";"       0";"         .";"       .";"       2";"    2242";"       2";"       8";"       7"
"5731";"BU05180800";"'s-Gravenhage                           ";"Buurt     ";"BU05180800";"1";"    5935";"    2985";"    2945";"    1110";"     565";"    1755";"    1680";"     825";"    3230";"    1930";"     545";"     230";"     535";"     365";"      30";"      40";"      70";"      15";"     205";"      85";"      15";"      45";"       8";"    2810";"    1165";"     625";"    1030";"     2.1";"    6256";"    2834";"     157";"      29";"      71";"      97";"       3";"      43";"      57";"      52";"       6";"       0";"      71";"      29";"    2980";"    2680";"    3660";"    4070";"    3730";"       .";"    2600";"    3500";"     770";"     750";"     820";"     910";"    1030";"       .";"     750";"     810";"    24.0";"    4500";"    27.7";"    21.5";"    40.9";"    16.4";"    59.9";"    48.6";"    12.6";"    12.1";"    12.1";"     330";"     310";"     160";"     790";"     275";"       0";"      70";"      40";"      25";"      15";"      80";"      40";"    1955";"     530";"    1425";"    1790";"     165";"     0.7";"    2060";"     115";"     140";"     0.3";"     0.4";"     0.5";"     0.4";"    25.4";"      95";"      95";"       0";"      2583";"       1";"       2";"    2242";"       2";"       8";"       7"
"5732";"WK051809  ";"'s-Gravenhage                           ";"Wijk      ";"WK051809  ";"1";"   13770";"    6540";"    7230";"    2380";"    1415";"    3480";"    3925";"    2575";"    7140";"    5010";"     995";"     635";"    3855";"    1340";"      70";"     115";"     225";"      60";"     865";"     130";"      10";"     135";"      10";"    6665";"    3025";"    1645";"    2005";"     2.0";"   10345";"    7099";"     340";"      28";"      72";"      84";"      16";"      58";"      38";"      11";"      27";"       4";"     100";"       0";"    2670";"    2290";"    3640";"    3860";"    3250";"    6380";"    2220";"    3020";"    1630";"    1400";"    2250";"    2090";"    1600";"    4420";"    1330";"    1860";"       .";"    9900";"    50.4";"    37.8";"    31.9";"    36.0";"    59.4";"    34.4";"    33.0";"     6.5";"     6.3";"     220";"     340";"     220";"    2470";"    1580";"       5";"     120";"     285";"     100";"     200";"     645";"     220";"    5175";"    1550";"    3625";"    4435";"     745";"     0.8";"    3888";"     290";"     275";"     0.4";"     0.4";"     0.4";"     0.5";"    29.1";"     135";"     133";"       2";"         .";"       .";"       1";"    4022";"       3";"       8";"       4"
"5733";"BU05180907";"'s-Gravenhage                           ";"Buurt     ";"BU05180907";"1";"    9300";"    4425";"    4875";"    1685";"     990";"    2350";"    2690";"    1595";"    4955";"    3360";"     640";"     355";"    3130";"     895";"      20";"      75";"     145";"      35";"     615";"      85";"       9";"      95";"      10";"    4445";"    2050";"    1080";"    1325";"     2.1";"    9191";"    4732";"     409";"      31";"      69";"      82";"      18";"      60";"      36";"       3";"      34";"       4";"     100";"       0";"    2880";"    2400";"    3920";"    4520";"    4880";"    6380";"    2490";"    3220";"    1810";"    1500";"    2500";"    2560";"    2760";"    4420";"    1500";"    2040";"       .";"    6400";"    60.4";"    43.9";"    27.5";"    43.6";"    60.1";"    29.5";"    40.0";"     5.4";"     4.9";"      90";"     170";"     130";"    1520";"    1260";"       0";"      75";"     240";"      75";"     185";"     520";"     165";"    3630";"    1135";"    2490";"    3035";"     590";"     0.8";"    3584";"     195";"     195";"     0.4";"     0.4";"     0.4";"     0.4";"    30.2";"     101";"     101";"       0";"      2582";"       2";"       1";"    4064";"       4";"       8";"       4"
"5734";"BU05180908";"'s-Gravenhage                           ";"Buurt     ";"BU05180908";"1";"    4470";"    2110";"    2355";"     700";"     425";"    1125";"    1235";"     980";"    2185";"    1655";"     355";"     280";"     720";"     440";"      45";"      40";"      75";"      25";"     250";"      45";"      10";"      35";"       9";"    2220";"     975";"     565";"     685";"     2.0";"   14007";"    2367";"     205";"      23";"      77";"      88";"      12";"      53";"      43";"      28";"      14";"       4";"     100";"       0";"    2300";"    2140";"    2890";"    2730";"    2130";"       .";"    1970";"    2590";"    1340";"    1270";"    1650";"    1470";"     980";"       .";"    1160";"    1500";"       .";"    3500";"    32.3";"    25.7";"    39.8";"    22.1";"    58.2";"    43.8";"    19.3";"     8.6";"     9.1";"     130";"     170";"      90";"     940";"     320";"       5";"      50";"      45";"      25";"      15";"     120";"      60";"    1550";"     415";"    1135";"    1395";"     150";"     0.7";"    4851";"     100";"      80";"     0.6";"     0.5";"     0.5";"     0.6";"    26.6";"      34";"      32";"       2";"      2581";"       4";"       1";"    3934";"       2";"       8";"       4"
"5735";"WK051810  ";"'s-Gravenhage                           ";"Wijk      ";"WK051810  ";"1";"     455";"     230";"     225";"      60";"      25";"     105";"     120";"     150";"     175";"     215";"      35";"      40";"     150";"      50";"       0";"       5";"       0";"       0";"      40";"       0";"       7";"       0";"       7";"     245";"     115";"      95";"      50";"     1.9";"     532";"     347";"     532";"      18";"      82";"      61";"      39";"      50";"      45";"       5";"      40";"       5";"      82";"      18";"    3500";"    3140";"    4890";"    4800";"    5530";"       .";"    3370";"    3530";"    1250";"     970";"    2820";"       .";"    3160";"    2120";"     860";"    1930";"     9.6";"     300";"    76.2";"    60.4";"    25.4";"    47.9";"    52.6";"    23.0";"    49.1";"     4.7";"     4.7";"       0";"      10";"      10";"     140";"     235";"       0";"      10";"      20";"      10";"      35";"     125";"      30";"     300";"     125";"     175";"     240";"      60";"     1.2";"     347";"      10";"      10";"     0.5";"     0.8";"     0.6";"     0.3";"    40.6";"      88";"      86";"       1";"         .";"       .";"       1";"    4035";"      11";"      17";"      39"
"5736";"BU05181041";"'s-Gravenhage                           ";"Buurt     ";"BU05181041";"1";"     455";"     230";"     225";"      60";"      25";"     105";"     120";"     150";"     175";"     215";"      35";"      40";"     150";"      50";"       0";"       5";"       0";"       0";"      40";"       0";"       7";"       0";"       7";"     245";"     115";"      95";"      50";"     1.9";"     532";"     347";"     532";"      18";"      82";"      61";"      39";"      50";"      45";"       5";"      40";"       5";"      82";"      18";"    3500";"    3140";"    4890";"    4800";"    5530";"       .";"    3370";"    3530";"    1250";"     970";"    2820";"       .";"    3160";"    2120";"     860";"    1930";"     9.6";"     300";"    76.2";"    60.4";"    25.4";"    47.9";"    52.6";"    23.0";"    49.1";"     4.7";"     4.7";"       0";"      10";"      10";"     140";"     235";"       0";"      10";"      20";"      10";"      35";"     125";"      30";"     300";"     125";"     175";"     240";"      60";"     1.2";"     347";"      10";"      10";"     0.5";"     0.8";"     0.6";"     0.3";"    40.6";"      88";"      86";"       1";"      2517";"       1";"       1";"    4035";"      11";"      17";"      39"
"5737";"WK051811  ";"'s-Gravenhage                           ";"Wijk      ";"WK051811  ";"1";"    7685";"    3690";"    3995";"    1270";"     725";"    2720";"    1940";"    1030";"    4685";"    2235";"     565";"     205";"    2155";"     875";"      25";"      80";"     190";"      30";"     545";"     110";"      15";"      40";"       5";"    4165";"    2235";"     955";"     980";"     1.8";"   11810";"    4020";"     286";"      13";"      87";"      85";"      15";"      50";"      48";"       6";"      42";"       2";"      92";"       8";"    2630";"    2420";"    4210";"    3620";"    5660";"       .";"    2170";"    2950";"    1560";"    1420";"    2570";"    3180";"    3890";"       .";"    1340";"    1740";"       .";"    5700";"    49.8";"    38.5";"    27.7";"    41.4";"    66.2";"    37.9";"    29.5";"     7.9";"     6.6";"     120";"     180";"     130";"     980";"     960";"       0";"      65";"     155";"      60";"     100";"     395";"     185";"    2540";"     665";"    1875";"    2135";"     400";"     0.6";"    3899";"     165";"     140";"     0.3";"     0.5";"     0.3";"     0.4";"    52.9";"      68";"      65";"       3";"         .";"       .";"       1";"    5964";"       5";"       6";"       4"
"5738";"BU05181142";"'s-Gravenhage                           ";"Buurt     ";"BU05181142";"1";"    1895";"     875";"    1015";"     260";"     150";"     630";"     430";"     425";"    1075";"     550";"     170";"     105";"     575";"     225";"       0";"      10";"      35";"      10";"     165";"      25";"      13";"      15";"      10";"    1130";"     665";"     265";"     210";"     1.7";"    8643";"    1150";"     236";"      10";"      90";"      84";"      16";"      42";"      57";"       8";"      49";"       1";"      73";"      27";"    2270";"    2080";"    4270";"       .";"       .";"       .";"    1990";"    2540";"    1280";"    1160";"    2510";"       .";"       .";"       .";"    1070";"    1480";"       .";"    1400";"    42.3";"    34.3";"    29.1";"    36.0";"    61.1";"    41.7";"    20.9";"     7.6";"     6.7";"      30";"      50";"      30";"     410";"     210";"       0";"      20";"      45";"      15";"      15";"      75";"      40";"     700";"     200";"     500";"     615";"      85";"     0.6";"    3200";"      60";"      35";"     0.3";"     0.5";"     0.2";"     0.3";"    47.7";"      23";"      22";"       1";"      2517";"       2";"       1";"    5150";"       7";"       6";"       4"
